Name,Description,Price,CL,Strength,URL
"Lens, Harvesting","This thick, intricate lens piece is covered in alchemical wiring. A small aperture on the side of the lens connects to a mundane glass vial, such as a vial used for potions. When slid onto the viewer's end of a telescope, a harvesting lens allows the telescope's user to harness the power of starlight or the void as she chooses. When a vial is fitted to the lens and the telescope is aimed at a distant star in the night sky, the vial slowly fills with collected starlight. After 8 hours, the vial is filled with silvery liquid cosmic light. One filled and removed, the vial of starlight sheds light for 8 hours, as if it were affected by light. During this time, the vial can be thrown as a splash weapon with a range increment of 10 feet. On a direct hit, the vial shatters in a blinding flash of light, affecting the target as a blinding ray (Fortitude DC 13 negates). If the vial misses, it breaks with no effect. Either way, a new empty vial must be attached to the harvesting lens to use it again. Alternatively, a harvesting lens attached to a telescope can be pointed toward an empty, dark space between the stars. After 8 hours, the vial becomes full of thick, inky dark matter. For 8 hours after the vial of dark matter is filled and removed, an inky black haze surrounds any creature holding it, as the protective penumbra spell. A vial of dark matter can also be thrown as a splash weapon with a range increment of 10 feet. Upon striking any solid body or surface, the vial breaks and releases a 10-foot-radius emanation of magical darkness that lasts for 3 minutes. This effect otherwise acts as darkness. Only vials that have been filled for 8 hours produce the above effects. Partially filled vials do not work. Only one magical lens (such as this or a lens of starlight) can be attached to a telescope at a time.","5,400 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/lens-harvesting
Stormlure,"A stormlure is usually fashioned from pieces of creatures known for their affinity to air—the feathers of birds, the shells of flying insects, and the scales of a dragon. When activated, stormlures call to the wind, causing a tempestuous gale. Once per day on command, the wearer of a stormlure is surrounding by swirling winds for 1 minute, granting a 50% miss chance against all ranged attacks, including rays and other ranged spells that require a roll to hit. This wind does not hinder the wearer of the stormlure in any way. At any one time during this duration, as a swift action, the wearer can cause the air around her to fill with crackling lightning, dealing 4d6 points of electricity damage to all creatures adjacent to her. A DC 14 Reflex save halves this damage.","5,400 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/stormlure
Sustaining Spoon,"If this unremarkable appearing utensil is placed in an empty container, the vessel fills with a thick, pasty gruel. Although the gruel tastes like warm, wet cardboard, it is highly nourishing and contains everything necessary to sustain any herbivorous, omnivorous, or carnivorous creature. The spoon can produce sufficient gruel each day to feed up to four humans.","5,400 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/sustaining-spoon
Talisman of Soul-Eating,"Worn on a necklace of vertebrae strung on a thin iron chain, this carved cacodaemon skull still bears dozens of sharp teeth. Once per day as a full-round action, the wearer can use the skull to draw forth the life essence of a dying or recently dead creature, as if the amulet were a living cacodaemon using its soul lock ability, creating a soul gem that appears in the skull’s mouth. The wearer or an evil outsider can ingest the soul gem as a standard action. This frees the soul within the gem, but condemns it to one of the lower planes (though the soul can be raised normally). The ingesting creature gains fast healing 2 for a number of rounds equal to the eater’s Hit Dice. Draining a soul with the necklace or consuming a soul gem is an evil act.","5,400 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/talisman-of-soul-eating
Boots of the Vengeful Behir,"These heavy boots are made of blue leather. Three times per day, when the wearer speaks the command word, he can attempt a bull rush the following round as if one size category larger than normal. If the target of the bull rush is a dragon, the wearer is treated as if two size categories larger than normal. This bull rush attempt does not provoke attacks of opportunity.","5,400 ",5,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/boots-of-the-vengeful-behir
Necklace of Fireballs (IV),"This item appears to be a string or cluster of spherical beads, sometimes with the ends tied together to form a necklace. (It does not count as an item worn around the neck for the purpose of determining which of a character's worn magic items is effective.) If a character holds it, however, all can see the strand as it really is—a golden chain from which hang a number of golden spheres. The spheres are detachable by the wearer (and only by the wearer), who can easily hurl one of them up to 70 feet. When a sphere arrives at the end of its trajectory, it detonates as a fireball spell (Reflex DC 14 half). If the necklace is being worn or carried by a character who fails her saving throw against a magical fire attack, the item must make a saving throw as well (with a save bonus of +7). If the necklace fails to save, all its remaining spheres detonate simultaneously, often with regrettable consequences for the wearer. [  (1) - 8d6, (2) - 6d6, (2) - 4d6, (4) - 2d6 ]","5,400 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/necklace-of-fireballs
Boots of Striding and Springing,"These boots increase the wearer's base land speed by 10 feet. In addition to this striding ability (considered an enhancement bonus), these boots allow the wearer to make great leaps. She can jump with a +5 competence bonus on Acrobatics checks.","5,500 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/boots-of-striding-and-springing
"Fan, Wind","A wind fan appears to be nothing more than a wood and papyrus or cloth instrument with which to create a cooling breeze. By uttering the command word, its possessor causes the fan to duplicate a gust of wind spell. The fan can be used once per day with no risk. If it is used more frequently, there is a 20% cumulative chance per usage during that day that the device tears into useless, non-magical tatters.","5,500 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/fan-wind
Metalseeker Swarm,"In its inert state, a metalseeker swarm is a heavy, 2-inch-square cube of textured steel. Once per day on command, the cube disintegrates into a cloud of countless Fine flying constructs that resemble mechanical fireflies. These fireflies cluster and flutter about in a 60-foot-radius spread around the user, homing in on Tiny or larger masses of metal and illuminating them as though the objects emitted candlelight. The fireflies continue to highlight metal objects for 5 minutes before swarming back into cube-form in the user's hand. Creatures in the area wearing metal armor are illuminated as if by faerie fire. Creatures in the area wielding metal weapons are dazzled as long as they are within range of the mechanical fireflies and continue to wield the weapons. The mechanical fireflies glow different colors depending on the type of metal they touch, though the item bears no indication of which colors correspond to what metals, so the user must figure out the fireflies' code to glean any useful information from it.","5,500 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/metalseeker-swarm
"Candle, Grave","Grave candles are magical candles that draw forth spirits from the mortal remains of long-dead creatures, allowing the living to speak to these spirits for a short period while the candle's wick burns. In order to function, a grave candle must be placed amid the physical remains of the body whose spirit the user wishes to contact. These remains can be partial, or even just a handful of ash or grave dust, but a totally destroyed body (as results from destruction or disintegrate) doesn't leave enough material for a grave candle to function. When the candle is lit, the smoke rising from the candle grows thick, and a ghostly shape similar to the creature's appearance in life manifests in the smoke. At this point, the manifested spirit (which is as much an echo of the creature as it is the actual departed soul) can speak. A grave candle does not impart any additional understanding of languages to its user. In other respects, the conversation with the dead spirit adheres to the rules for speak with dead, save that the dead spirit takes a –4 penalty on its saving throw to resist the spell. Furthermore, a dead body can be subjected to the effects of a grave candle only once—the burning of a grave candle effectively burns out the latent necromantic and spiritual energy left behind by the soul's departure from the world (this does not harm the actual soul of the dead spirit, however) and destroys the candle.","5,500 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/candle-grave
"Eye, All-Seeing","This hardened, over-sized eyeball is nearly a foot in diameter. The possessor gains a +1 insight bonus on the saving throw DCs of any spells of the divination school he casts, as well as a +1 insight bonus on dispel checks made against divination effects. In addition, once per week, the possessor of an all-seeing eye can cast commune as a spell-like ability without the need for a material component. Using an all-seeing eye in this way effectively uses up its magic for a week, and the possessor does not benefit from the insight bonuses it grants until a week after commune was cast.","5,500 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/all-seeing-eye
Icon of Aspects,"When a cleric with an icon of aspects prepares spells, she may replace the granted powers of one of her domains with those of a different domain she doesn't have but that is associated with her deity. This lasts until the next time she prepares spells. The cleric must meet the level requirements for both abilities. For example, a 6th-level cleric with the Good domain who swaps for the Healing domain can't use healer's blessing even though she meets the level requirement, because the holy lance power of the Good domain requires her to be 8th level. The icon affects only granted powers, not domain spells, bonus feats, or other benefits. The icon can affect only one person at a time.","5,500 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/icon-of-aspects
Cyclops Helm,"This helm is made from the husk of a cyclops's shrunken head, and grants a limited version of that creature’s flash of insight ability. Once per day as an immediate action, the wearer can choose the result of the die roll instead of rolling her next attack roll, saving throw, skill check, or ability check.","5,600 ",1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cyclops-helm
Headband of Unshakeable Resolve,"This simple white cotton headband is decorated with a stylized imperial dragon coiled above the wearer’s forehead. The headband grants the wearer a +2 enhancement bonus to her Wisdom score. Treat this as a temporary ability bonus for the first 24 hours the headband is worn. Whenever the wearer suffers a fear effect, she may spend an immediate action to reduce the severity of the fear effect by one step. If the wearer would become panicked, she is instead frightened. If she would become frightened, she is instead shaken. If the wearer would become shaken, the effect is negated entirely. The wearer can use this ability up to three times per day.","5,600 ",8,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/headband-of-unshakeable-resolve
"Band, Holly Wreath","This headband is woven of magically preserved holly, its deep green leaves and bright red berries perpetually lustrous. The wearer may create goodberries once per day as the spell, and any effect she creates that affects plants, including the domain powers of the Plant domain, take effect at +1 caster level and gain a +1 bonus to the save DC.","5,700 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/band-holly-wreath
"Pauldrons, Iron Guard","These simple, leather-strapped iron pauldrons are engraved with intricate images of icy winds and howling winter wolves. Iron guard pauldrons grant their wearer a +4 resistance bonus on saving throws against fire effects. If the wearer succeeds at a saving throw against an enemy's fire effect, the pauldrons shimmer with blue light for 5 rounds. The wearer also gains a +2 competence bonus on Intimidate checks. This bonus increases to +5 while the pauldrons cast blue light. The wearer of iron guard pauldrons gains the benefits of endure elements, but only for cold temperatures.","5,750 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/pauldrons-iron-guard
"Shadow Piercings, Chest (Greater)","These excruciating body ornaments come in the form of sharp barbs and serrated rings inserted in the nipples, abdomen, or along the ribs. The pain they cause sharpens the mind and blocks out distractions. The wearer gains a +4 profane bonus on saving throws against effects that deal ability damage or drain.","5,750 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/shadow-piercings
Grim Lantern,"This macabre lantern is composed of a humanoid skull dangling from a short length of chain. A small fragment of soulstuff is trapped inside, burning slowly in a heatless flame. Its flickering light shines from the skull's eye sockets, casting light as a bullseye lantern. On command, the lantern can consume its soulstuff in a sudden blast of heat, as burning hands. Doing so extinguishes the lantern. Whenever a living creature with at least 1 HD is slain within 30 feet of an empty grim lantern, the lantern absorbs a fragment of that creature's soul, restoring its glow.","5,800 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/grim-lantern
Necklace of Fireballs (V),"This item appears to be a string or cluster of spherical beads, sometimes with the ends tied together to form a necklace. (It does not count as an item worn around the neck for the purpose of determining which of a character's worn magic items is effective.) If a character holds it, however, all can see the strand as it really is—a golden chain from which hang a number of golden spheres. The spheres are detachable by the wearer (and only by the wearer), who can easily hurl one of them up to 70 feet. When a sphere arrives at the end of its trajectory, it detonates as a fireball spell (Reflex DC 14 half). If the necklace is being worn or carried by a character who fails her saving throw against a magical fire attack, the item must make a saving throw as well (with a save bonus of +7). If the necklace fails to save, all its remaining spheres detonate simultaneously, often with regrettable consequences for the wearer. [  (1) - 9d6, (2) - 7d6, (2) - 5d6, (2) - 3d6 ]","5,850 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/necklace-of-fireballs
"Beads, Bone","This bracelet of tiny carved skulls allows its wearer to command up to 8 HD worth of mindless undead creatures as the command undead spell. It is a standard action to establish control over an undead creature, and a free action to relinquish control. If the wearer attempts to control more than 8 HD of undead, the new creatures fall under the wearer’s control, and any previously controlled undead in excess of this amount become uncontrolled.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/beads-bone
Belt of Foraging,"This belt allows its wearer to easily forage while in the wilderness. As long as the wearer of this belt has at least 1 rank in Survival, he need not make a check to get along in the wild; he always succeeds at that Survival check as long as he moves at half his overland speed. He can still choose to make that check to provide food and water for one other creature for every 2 points by which his result exceeds DC 10. Furthermore, he can instead make a DC 20 Survival check to get along in the wild while moving at full speed instead of half speed. While doing so, he can provide food and water for one other creature for every 2 points by which his check result exceeds 20.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/belt-of-foraging
"Blouse, Cackling Hag’s","This loose-fitting blouse is adorned with grotesque fetishes and trophies, granting the wearer a +2 competence bonus on Intimidate checks. If the wearer is a witch, she gains the cackle hex. If the wearer already has the cackle hex, twice per day she can use her cackle ability as a swift action instead of a move action.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/blouse-cackling-hag-s
"Boots, Jungle",These soft leather boots grant the wearer the ability to move through normal undergrowth without hindrance as if she had the woodland stride ability.,"6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/boots-jungle
"Bracelet, Verdant Vine","Consisting of a vine with five green berries, a verdant vine is worn tied around the wrist. Once per day on command, the wearer can pinch a berry off the vine, and throw it up to 30 feet away, like a splash weapon. Viciously thorny vines erupt in a 20-foot radius from the point of impact, even if the berry misses its target. Creatures within the area must succeed at a DC 16 Reflex saving throw or become entangled, as the spell entangle, as the vines coil around the creature’s legs. The vines persist, but at the start of the affected creature’s turn, it gains a new saving throw against the effect. If the affected creature fails the saving throw, it also takes 1d4 points of damage. A DC 20 Strength check, made as a standard action, allows an affected creature to break free and end the effect. Failing the check causes the vines to constrict, dealing 1d4 points of damage.","6,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/verdant-vine
"Bracers, Bonebreaker","These thick brass and leather bracers allow the wearer to tear through bone and muscle like paper. Once per day, as part of a melee attack, the wearer can activate the bracers to inflict a horrific injury on an opponent. If the attack hits, the target must make a DC 14 Will save. If the save fails, the bracers reduce the target's Strength, Dexterity, or Constitution (wearer’s choice) by –6. This penalty cannot reduce the target's ability score below 1. The injury heals over time, reducing the penalty by 1 for each day that passes since the time of the injury, and is immediately removed by heal, regenerate, restoration, or any magic that can break a curse.","6,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/bracers-bonebreaker
Cloak of the Scuttling Rat,"This unassuming cloak initially appears to be made of plain leather. When the wearer speaks the command word, however, the cloak of the scuttling rat wraps itself around her, transforming her into a dire rat as if using beast shape I. The wearer can remain in dire rat form for up to 5 minutes per day. This duration need not be consecutive, but it must be used in 1-minute increments.","6,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cap-of-the-scuttling-rat
Crown of Swords,"This radiant crown of steel is bedecked with miniature mithral swords. A crown of swords can be used up to 10 times per day. When struck in combat, the wearer may spend one use as an immediate action to create a longsword-shaped spiritual weapon that then attacks her attacker. On the wearer's next turn, she may spend one additional use each round to continue attacking that target with the spiritual weapon; the spiritual weapon cannot be redirected and disappears if the target is killed or moves out of range. Multiple spiritual weapons may be created (even attacking the same target) if the wearer is attacked in subsequent rounds.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/crown-of-swords
Eyes of Keen Sight,"These clear crystals fit over the wearer’s eyes. They grant the wearer a +2 competence bonus on Perception checks, and the wearer gains low-light vision. If the wearer has low-light vision already, these lenses double the distance the wearer can see with this vision.","6,000 ",1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/eyes-of-keen-sight
Fan of Autumn,"This delicate fan is made of dried leaves and thin twigs. Three times per day as a standard action, the wielder can wave the fan to summon forth a 30-foot cone of swirling red and gold leaves that lasts for 3 rounds. This area acts as obscuring mist, except for the duration and the fact it is composed of leaves rather than fog (thus, creatures able to see through mist and fog can't see through the fan of autumn's concealment). As long as the wielder has the fan in her hand, the leaves don't obscure her vision.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/fan-of-autumn
Fortifying Leeches,"This ornate glass jar is filled with greenish fluid and the slick, writhing forms of many large black leeches. Though bloodmages often use leeches to help them regulate their overloaded circulatory systems, this particular batch adds additional benefits usable by anyone. To attach this jar's leeches, the user merely needs to open the jar and upend the contents over his head and torso as a standard action—the leeches do the rest, attaching to the user's body almost instantaneously. These leeches impart a +2 enhancement bonus to Constitution, but also a –4 penalty on Diplomacy checks against creatures that might find such a practice grotesque (such as most civilized races). Once applied, the leeches persist for 8 hours before they die. The leeches are immediately destroyed if the wearer takes more than 20 points of damage from any area-effect energy damage. The jar automatically refills with a new batch of fortifying leeches after 24 hours. While the fortifying leeches are applied, a bloodmage immediately regains 2 bonus points to her blood pool—this cannot increase her blood points to higher than her normal maximum. In addition, whenever the bloodmage uses her bleed ability to gain extra blood points, she may roll her bleed dice twice and take the more favorable result.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/fortifying-leeches
"Gloves, Magnetist’s","These thin leather gloves have delicate steel wires running through them. Three times per day as a standard action, the wearer of these gloves may attempt a disarm combat maneuver on a target within 30 feet. The target’s item must be mostly made of metal. If the combat maneuver check is successful, the target is disarmed and the item falls to the ground in the target’s square. For every 5 by which the check exceeds the DC, the item lands 1 square closer to the wearer. If this would place the item in the wearer’s square, the wearer may attempt to catch the item with a DC 10 Dexterity check; otherwise it lands in the wearer’s square. The wearer can only use this ability if she has at least one hand free. If the wearer fails the combat maneuver check, she is not disarmed.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/gloves-magnetist-s
"Goggles, Storm","These goggles, made from a pair of smoky crystal lenses set in an adjustable leather strap, help the wearer see through storms of rain, snow, or even dust. A pair of storm goggles fully negates any Perception penalties imposed by a natural storm or atmospheric condition. Also, once per round when the wearer makes an attack against a target that has concealment from him because of natural or magical fog, mist, clouds, or vapor, the wearer can choose to roll the miss chance percentile twice and take the better of the two results.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/goggles-storm
Horn of Battle Clarity,"The call of this hollowed-out animal horn rallies nearby creatures to battle. When the horn is blown, all creatures within 60 feet who have not yet acted in combat are no longer considered flat-footed. The horn has no effect on other conditions or abilities that treat a creature as flat-footed. A barbarian who sounds a horn of battle clarity may spend 2 rounds of rage to act as if she had the superstition rage power for the remainder of that battle.","6,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/horn-of-battle-clarity
Horseshoes of a Zephyr,"These shining, silvery horseshoes bear designs of swift-moving clouds and anthropomorphized images of the wind. When affixed to a horse, these horseshoes allow the horse to travel without actually touching the ground. The horse must still run above (always around 4 inches above) a roughly horizontal surface. This means that the horse can cross non-solid or unstable surfaces such as water and that it can move without leaving tracks on any sort of ground. The horse moves at its normal base land speed. All four shoes must be worn by the same animal for the magic to be effective.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/horseshoes-of-a-zephyr
"Ioun Stone, Eastern Star (Emerald Spire version)","This red crystal is perfectly cut in the shape of a five-pointed star. Its user understands spoken languages, and reads as if under the effects of comprehend languages.","6,000 ",1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/ioun-stone-eastern-star
"Lockpicks, Luminous","This set of fine, masterwork thieves’ tools glimmer when exposed to light. When held in hand, they glow with light visible only to the individual holding them. This light allows the holder to work in all manners of darkness, including magical darkness, unimpeded and without attracting the attention of other creatures. This light does not provide enough illumination to see anything beyond a single lock or similar device on which the tools are used. As they glow, the tools vary their color, indicating favorable or unfavorable positioning within a device. These guiding lights grant a +5 circumstance bonus on Disable Device checks.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/lockpicks-luminous
Mask of the Mantis,"These red masks cover the entire face. A mantis mask has three daily charges. The wearer can spend a charge to gain: [ ** darkvision to a range of 60 feet; ** the effects of see invisibility; ** the effects of deathwatch, or a +5 competence bonus on Perception checks  ] Once a charge is spent, the effect granted persists for 30 minutes before fading. Multiple effects can be active simultaneously. Charges used replenish after 24 hours.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/mask-of-the-mantis
"Pectoral, Prophet’s","The sacred stones, graven star-patterns, and wisdom-writings of the ancients on this chestplate increase the wearer’s chance of success with augury, divination, and contact other plane. The wearer adds 1d6 to the d% roll each time she uses such a spell. When casting commune or commune with nature, the wearer may ask one additional question or gain one additional piece of information.","6,000 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/pectoral-prophet-s
Pipes of Haunting,"This magic item appears to be a small set of pan pipes. When played by a person who succeeds on a DC 15 Perform (wind instruments) check, the pipes create an eerie, spellbinding tune. Those within 30 feet who hear the tune must succeed on a DC 13 Will save or become frightened for 4 rounds. Creatures with 6 or more Hit Dice are unaffected. Pipes of haunting can be sounded twice a day.","6,000 ",4,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/pipes-of-haunting
Pipes of the Warren Guardian,"These finely crafted yellow-ivory pipes are bound in bronze and decorated with bits of amber. If the possessor learns the proper tune, once per day he can use these pipes to summon 1d4+1 dire rats as if using summon monster III. The summoned dire rats also have the swarming racial trait, and count as ratfolk for the purposes of the ratfolk's swarming racial trait.","6,000 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/pipes-of-the-warren-guardian
