Name,Description,Price,CL,Strength,URL
Kapre Cigars,"These thick cigars are made using a recipe so secret (and so potent) that neither tobacconist nor alchemist can identify the ingredients. Even in the chaos of combat their enormous cigars never fall from their mouths; their thick-skinned stogies interfere with their speech, lending a lazy drawl to their creaky voices. These 2-foot-long cigars never go out. They burn with a glow that sheds light like a candle, but does not burn other organic material. Smoking the cigar is dangerous for any but a kapre—and not just because of its size. Only a Medium or larger creature can attempt to smoke the cigar. Creatures doing so must succeed at a DC 16 Fortitude save or become nauseated for 1 hour. Each time a creature attempts to inhale, he or she must make another save, but receives a cumulative +1 bonus for each successful inhalation in the past 24 hours. Once inhaled, the smoke can be exhaled to the detriment of nearby foes. The smoking creature must exhale within 1 round of inhaling or be nauseated for 1 round, coughing up the potent smoke into its own square. A Medium creature can blow the smoke as a standard action at one adjacent enemy. A Large or larger creature can blow the smoke in a 15-foot cone, also as a standard action. Creatures caught in the smoky cloud must succeed at a DC 16 Fortitude save or be nauseated for 1 round.","2,250 ",7,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/kapre-cigars
Elixir of Sex Shifting,"Upon drinking this elixir, a character permanently transforms their biology to take on a different set of sexual characteristics of their choice. While the imbiber's physiology changes dramatically and their features adjust slightly to take on the new qualities, the imbiber is still recognizable as the same person. The character has only minor control over the specific details of this new appearance, and the elixir grants no benefit on Disguise skill checks or similar checks. This elixir's magic functions instantaneously and can't be dispelled, though drinking a second elixir of sex shift either reverts the character back to a former form or allows them to adopt alternate sexual characteristics, as they choose. The elixir has no effect on characters who are pregnant or are of races with no sexual differentiation. Most races have a wide spectrum of sexual differentiation, some common, others more rare. Therefore, most creatures can decide how this elixir transforms them. An unwilling imbiber can choose not to change at all.","2,250 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-of-sex-shifting
"Gem, Elemental","An elemental gem comes in one of four different varieties. Each contains a conjuration spell attuned to a specific elemental plane (Air, Earth, Fire, or Water). When the gem is crushed, smashed, or broken (a standard action), a Large elemental appears as if summoned by a summon nature's ally spell. The elemental is under the control of the creature that broke the gem. The coloration of the gem varies with the type of elemental it summons. Air elemental gems are transparent, earth elemental gems are light brown, fire elemental gems are reddish orange, and water elemental gems are blue-green.","2,250 ",11,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/gem-elemental
"Ointment, Flying Ointment","This preparation of herbs includes belladonna, mandrake, and foxglove (also known as “witch's glove”) in a base of rendered fats. When rubbed over the skin, the ointment grants the subject the ability to fly (as the overland flight spell) for up to 9 hours.","2,250 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/ointment-flying-ointment
Paralyzing Snare,"Once the command word is spoken, this 5-foot-diameter loop of wire blends with its surroundings. To find it, a character with the trapfinding ability must succeed at a DC 30 Perception check. Setting the snare is a full-round action that provokes attacks of opportunity. Any creature that steps into the snare must succeed at a DC 26 Will save or become magically paralyzed, as the spell hold monster. This effect can be ended by uttering the command word, succeeding at a DC 30 Disable Device check, or succeeding at the Will save. The snare is destroyed when the effect ends.","2,250 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/paralyzing-snare
Robe of the Master of Masters,"*Note* This item is associated with a specific deity. This brightly colored robe is made of fine silk. As a full-round action, the wearer can shift the original hue of the garment slightly (from red to pink or crimson, from blue to cyan or sapphire, and so on) or return it to its original color; the robe instantly reverts to its original color if the wearer removes the robe. The wearer gains a +2 competence bonus on Perform (dance) checks. If the associated deity is the wearer's patron, once per day as a free action the wearer can touch a tiny button on the wrist of the robe, granting her the effects of haste for 1 round. Once per day, the wearer can also perform a healing dance that lasts 5 minutes. When she does so, up to 7 allies within 30 feet heal 1 hit point.","2,300 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-of-the-master-of-masters
Ashes of Unluck,"These fine, gray ashes usually come in a black leather bag covered in various symbols of bad luck. When the contents of the bag are flung into the air, the ashes coat creatures within a 10-foot radius of the user, causing them to take a –4 penalty on attack rolls, saving throws, ability checks, and skill checks for 2d4 rounds. The user is immune to this effect.","2,400 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/ashes-of-unluck
Boots of Friendly Terrain,"Boots of friendly terrain turn inhospitable territory into a perfect hunting grounds for any ranger who wears them, so much so that his footprints vanish behind him with each step he takes. Each pair of these supple leather boots corresponds to a specific sort of environment as defined by the ranger's favored terrain class feature (jungle, plains, and so on). A ranger wearing the boots can treat the corresponding environment of the boots as one of his favored terrains, granting him a +2 bonus. If he already has that particular environment as one of his favored terrains, that terrain’s bonus increases by 2.","2,400 ",5,Faint,https://docs.google.com/spreadsheets/d/1YRD22fzR7W3kYOmax7QWeMeNcfRZVgyxMyJOu62pYho/edit#gid=484815266
Cloak of the Jungle,"When this plain green cloak is worn with the hood drawn up around the head, the wearer can assume the form of a Large tree or shrub, as per the tree shape spell. The cloak is usable once per day, and the wearer may remain in tree form for up to 1 hour. The wearer can return to her normal form as a free action.","2,400 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cloak-of-the-jungle
Seafaring Stanchions,"These unmarked bracers of oxidized steel slip easily onto the wrists. As a swift action while submerged underwater, the wearer can tap the bracers together, causing the bracers and any armor he wears to immediately be removed. Removed armor is disassembled, becomes incredibly buoyant, and floats to the surface. After 4 hours, if the items are still in the water, they lose their buoyancy and sink.","2,400 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/seafaring-stanchions
"Shadow Piercings, Body (Major)",These piercings come in the form of grotesque spikes and needles that cover every inch of the wearer's skin. Any creature attacking the wearer with a natural or unarmed attack must succeed at a DC 15 Reflex save or take 1d4 points of damage.,"2,400 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/shadow-piercings
Soulspeaker,"This grotesque, amulet-like shrunken head is said to contain the enslaved soul of its former owner. Forced to obey whomever carries it, once per day a soulspeaker can repeat a message as if the spell magic mouth were cast upon it. The owner must merely hold the 6-inch-in-diameter head and speak his message and the conditions under which the soulspeaker should repeat it. While it carries a message, the eyes of the stitched head stretch open, closing as soon as its message has been delivered.","2,400 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/soulspeaker
Robe of Bones,"This sinister item functions much like a robe of useful items for the serious necromancer. It appears to be an unremarkable robe, but a character who dons it notes that it is adorned with small embroidered figures representing undead creatures. Only the wearer of the robe can see the embroidery, recognize them for the creatures they become, and detach them. One figure can be detached each round. Detaching a figure causes it to become an actual undead creature (see the list below). The skeleton or zombie is not under the control of the wearer of the robe, but may be subsequently commanded, rebuked, turned, or destroyed. A newly created robe of bones always has two embroidered figures of each of the following undead: Human skeleton, Wolf skeleton, Heavy horse skeleton, Fast goblin zombie, Tough human zombie, Plague ogre zombie","2,400 ",6,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/robe-of-bones
Trollbone,"Runic engravings adorn this charred rib bone pulled from a slain troll. When the bone is tossed up to 20 feet away, it can grow into a full-sized troll under the user's control on command. The troll normally remains for 2d4 rounds, but if the user is maintaining a bardic performance when the item is activated, the duration is extended until the end of the performance. When the troll is slain or the duration ends, it turns back into a bone that then crumbles into dust.","2,400 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/trollbone
Sovereign Glue,"This pale amber substance is thick and viscous. Because of its particular powers, it can be contained only in a flask whose inside has been coated with 1 ounce of salve of slipperiness, and each time any of the bonding agent is poured from the flask, a new application of the salve of slipperiness must be put in the flask within 1 round to prevent the remaining glue from adhering to the side of the container. A flask of sovereign glue, when found, holds anywhere from 1 to 7 ounces of the stuff (1d8–1, minimum 1), with the other ounce of the flask's capacity taken up by the salve of slipperiness. One ounce of this adhesive covers 1 square foot of surface, bonding virtually any two substances together in a permanent union. The glue takes 1 round to set. If the objects are pulled apart (a move action) before that time has elapsed, that application of the glue loses its stickiness and is worthless. If the glue is allowed to set, then attempting to separate the two bonded objects has no effect, except when universal solvent is applied to the bond. Sovereign glue is dissolved by universal solvent.","2,400 ",20,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/sovereign-glue
"Talisman, Death’s Head (24 HD)","This amulet allows the wearer to command a number of undead skeletons and zombies, which are keyed to the amulet when it is created. The animation of the undead is part of the creation process—undead that have already been created cannot be bound to a death’s head talisman. The number of HD of undead tied to the amulet is equal to twice the amulet’s caster level. The amulet allows the wearer to command the undead as if she had created them with animate dead, even if she has no magical talent of her own. The undead are only under control while the amulet is worn; if the amulet is removed, the undead revert to normal behavior, standing in place but responding if attacked. Once the specific undead tied to the amulet are destroyed, the talisman loses all power.","2,400 ",12,Varied,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/talisman-death-s-head
Elixir of the Peaks,"When imbibed, an elixir of the peaks gives the user the ability to scale and survive in mountainous terrain with great skill. The imbiber is treated as if acclimated to all high altitudes lower than a death zone, and gains a +2 competence bonus on all Survival checks made at elevations of above 5,000 feet. She also gains a +10 competence bonus on Climb checks and Survival checks in mountainous terrain (these bonuses stack with the altitude-based bonus above). Finally, the imbiber gains the benefits of an endure elements spell. The effects of this elixir wear off after 8 hours.","2,450 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-of-the-peaks
"Amulet, Armillary",This thin chain of silvery-gray metal holds a series of interlocking rings that slowly turn within themselves in an accurate replication of the celestial sphere. The amulet grants its wearer a +5 competence bonus on Spellcraft checks. It also grants immunity to the dangerous effects of the Orrery of Nal-Kashel.,"2,500 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/amulet-armillary
Boots of Elvenkind,"These soft boots are partially made out of living leaves and other natural materials. They enable the wearer to move nimbly about in virtually any surroundings, granting a +5 competence bonus on Acrobatics checks.","2,500 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/goggles-of-elvenkind
Boots of the Winterlands,"The wearer of these boots is able to travel across snow at her normal speed, leaving no tracks. Additionally, the boots enable her to travel at normal speed across the slipperiest ice (horizontal surfaces only, not vertical or sharply slanted ones) without falling or slipping. Finally, boots of the winterlands warm the wearer, as if she were affected by an endure elements spell.","2,500 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/boots-of-the-winterlands
Bridle of Tricks (5 tricks),"Appearing to be a finely crafted bridle of polished steel and blue-dyed leather, a bridle of tricks can be placed on any animal or magical beast with an appropriate shape to wear a bridle (creatures with unusual anatomies may be affected with GM discretion). While wearing the bridle, a creature is treated as knowing five additional tricks, as if it had been taught the tricks with the Handle Animal skill. The tricks granted by a bridle of tricks are set when it is created, and cannot be changed. The most common tricks found in a bridle of tricks are attack, defend, fetch, guard, and heel. See Handle Animal for more information on tricks.","2,500 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bridle-of-tricks
Candle of Truth,"This white tallow candle, when burned, calls into place a zone of truth spell (Will DC 13 negates) in a 5-foot radius centered on the candle. The zone lasts for 1 hour, while the candle burns. If the candle is snuffed before that time, the effect is canceled and the candle ruined.","2,500 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/candle-of-truth
"Charm, Halflight","This amulet is a small crystal at the end of a simple leather thong. It glows brightly from within, shedding light equivalent to that of a torch. This item is associated with a particular group. Once per day, the amulet's bearer can clutch the object and call for help. Doing so immediately contacts the three closest representatives of the associated group and gives them intimate knowledge of the pendant's location, as per the locate object spell, out to a distance of a mile.","2,500 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/charm-halflight
Cloak of Elvenkind,"These cloaks of famed elven design are enhanced to reflect the wearer’s surroundings, aiding him in blending in with any terrain. When this plain gray cloak is worn with the hood drawn up around the head, the wearer gains a +5 competence bonus on Stealth checks.","2,500 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cloak-of-elvenkind
Cloak of the Dark Tapestry,"This dark hooded cloak is decorated with embroidered comets, moons, and stars along its edge. If you sleep while wearing the cloak, it protects you from hot or cold environments like an endure elements spell, and you may sleep in medium armor without becoming fatigued and you may use know direction once per day. If your patron is a good god: [  ** At will, as a standard action, you can cause additional stars and celestial bodies to appear on the cloak, matching the current configuration in the sky; ** Once per day, you gain the effects of the longstrider spell; ** Once per day, you may throw a tiny, white-burning meteor that has the effect of the flare spell; ** Once per day, when under a starry night sky you may dimension door as the spell  ]","2,500 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cloak-of-the-dark-tapestry
Cloak of the Hedge Wizard,"This cloak comes in eight varieties—one for each school of magic. The cloak grants its wearer the ability to use a certain number of spells on command (caster level 1st) based on its school of magic. It also grants the wearer the ability to use prestidigitation on command and at will. Abjuration: at will—resistance; 1/day—endure elements, shield; Conjuration: at will—acid splash; 1/day—mage armor, unseen servant; Divination: at will—detect magic; 1/day—detect secret doors, true strike; Enchantment: at will—daze; 1/day—charm person, sleep; Evocation: at will—light; 1/day—floating disk, magic missile; Illusion: at will—ghost sound; 1/day—color spray, silent image; Necromancy: at will—touch of fatigue; 1/day—cause fear, ray of enfeeblement; Transmutation: at will—mage hand; 1/day—enlarge person, expeditious retreat","2,500 ",1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cloak-of-the-hedge-wizard
Extraction Scarificator,"An extraction scarificator is a horrid variant of the more common bloodletting device used by healers and doctors. An extraction scarificator can be used only on a willing or helpless target. When placed against exposed flesh, the extraction scarificator's blades deal 1d4 points of damage plus 1d4 bleed. Once per day, an extraction scarificator can be used to extract and concentrate one of the four bodily humors from its target as well. The humor to be extracted can be adjusted as needed, and must be immediately poured into a potion vial or the extracted humor is lost. Extracting a humor takes a variable number of rounds—as soon as the victim has taken a total of 6 points of damage in all from the bleed effect, the extraction is complete. For 24 hours after extraction, this purified humor has an additional effect, functioning as one of four potions as listed below (all function at caster level 3rd). [  ** Black Bile: potion of lesser restoration; ** Blood: potion of cure moderate wounds; ** Phlegm: potion of calm emotions; ** Yellow Bile: potion of rage  ]","2,500 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/extraction-scarificator
Eyes of the Eagle,These lenses are made of special crystal and fit over the eyes of the wearer. They grant a +5 competence bonus on Perception checks. Both lenses must be worn to gain the benefit. Wearing only one causes a character to become dizzy and stunned for 1 round.,"2,500 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/eyes-of-the-eagle
Gloves of Larceny,These supple beige calfskin gloves greatly enhance a thief’s talents. The wearer gains a +5 competence bonus on Sleight of Hand checks.,"2,500 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/gloves-of-larceny
"Gloves, Healer’s",These pure-white leather gloves bear symbols of healing and faith on the back of the hands. The wearer gains a +5 competence bonus on Heal checks.,"2,500 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/gloves-healer-s
"Gloves, Quickfingers","These dark-colored, skin-tight gloves are typically made of either supple calfskin or silk. A wearer of these gloves with at least 1 rank in Sleight of Hand can perform such a check as a move action by taking a –10 penalty on the check rather than the normal –20. Both gloves must be worn for the magic to be effective.","2,500 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/quickfingers-gloves
Goggles of Minute Seeing,"The lenses of this item are made of special crystal, its band woven with tiny patterns of metallic thread almost invisible to the naked eye. When placed over the eyes of the wearer, the lenses enable her to see much better than normal at distances of 1 foot or less, granting her a +5 competence bonus on Disable Device checks. Both lenses must be worn for the magic to be effective.","2,500 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/goggles-of-minute-seeing
Hexing Doll,"This malevolent-looking doll is made out of cheap rags and embroidery thread and is stuffed with straw or sawdust. A creature holding or carrying the doll takes a —4 penalty on saving throws against witch hexes. Alternatively, if the doll is stuffed with the hair of a creature, any witch holding the doll increases the DC of her hexes by +2 when using the hexes against that creature. A doll used in this way does not cause the witch to take a penalty on her saving throws.","2,500 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/hexing-doll
Horseshoes of Great Burden,"These sturdy iron horseshoes come in sets of four like ordinary horseshoes, but are much heavier. When affixed to an animal’s hooves, they double the animal’s carrying capacity. All four shoes must be worn by the same animal for the magic to be effective.","2,500 ",3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/horseshoes-of-great-burden
Swordmaster's Flair,"These garish tokens usually take the form of a colorful clothing accessories. So long as a token is grasped in the user's off hand, she can spend 1 panache point to gain the use of a specific ability associated with the token. Once per day, the bearer can use the token to gain the full benefit of the token without spending panache. Non-swashbucklers can use the tokens, but unless they have another way of gaining panache, they can use the ability only once per day. A character can benefit from only one token at a time; holding a second token provides no additional benefit. There are four types of tokens, each offering a different benefit. [  ** Blue Scarf: The user can spend 1 panache point as a swift action to increase her melee reach with light or one-handed piercing weapons by 5 feet for 1 minute; ** Green Glove: The user can spend 1 panache point as a swift action to ignore the effects of difficult terrain until the end of her next turn; ** Red Sash: The user can spend 1 panache point as an immediate action to attempt a combat maneuver check to trip a creature that has charged and ended its charge in a space within the user's melee reach. This combat maneuver does not provoke an attack of opportunity, it's attempted before the attack at the end of the charge, and the sash's user gains a +2 bonus on the check. If the check is successful, the attacker can't make an attack at the end of its charge; ** White Lace Kerchief: The user can spend 1 panache point as a swift action to pinpoint an unseen, adjacent enemy and gains the benefits of the Blind Fight feat for 1 round.  ]","2,500 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/swordmaster-s-flair
Voidstick,"In remote parts of the world, it is not always practical for the faithful to visit holy places with any regularity. In particular, the weak, the sick, and the dying may be in no position to trek across plains or risk dangerous water crossings to see their spiritual leaders. In response to this, the godstick was born—a crafted rod that serves as a portable shrine, carried by shamans and witchdoctors and pushed into the ground to focus devotion at any location. Ingenuity is not just the way of the benign, however, and just as often it is the way of evil. Before long, shamans who worshiped more hateful deities corrupted this notion; they created the voidsticks and drove them into bodies, living or dead, charging those bodies with the power of the endless void and creating rattling, hungry abominations. Each voidstick is 6 to 10 inches long, with a diameter of about an inch. Carved from single pieces of polished darkwood, they often display markings or symbols sacred to the deity of their creator, but can just as easily be plain and smooth. Planting a voidstick into the ground with an appropriate prayer is a full-round action that provokes attacks of opportunity. The device floods the area with negative energy, producing an effect identical to the desecrate spell in a 20-foot radius. In addition, any evil divine caster within 20 feet of the voidstick may cast her spells without the need for any material component with a value of 10 gp or less, or any focus item with a value of 50 gp or less. This ability functions only for the individual planting the voidstick and persists until the stick is uprooted. While this is a useful tool for shamans in locations poorly serviced by trade in magical goods, it pales in comparison to the voidstick's most potent function: the creation of undead. Creating a voidstick zombie requires an hour-long ritual during which foul symbols are drawn across a corpse's flesh. At the end of the hour, the creator must make a DC 25 Knowledge (religion) check before driving the first voidstick into the victim's heart. If this check succeeds, the victim is transformed into a voidstick zombie. To fully animate the creature, one voidstick must be used for each Hit Die the base creature has. In 12 rounds, the creature rises under its own power, eager to spread its negative energy and snuff out life nearby. Undead created using voidsticks are not under the control of their creator but can be commanded using channeled negative energy, spells, or similar effects. Voidsticks can also be driven into a living body to slay the creature and transition it to undeath. If a living body is used, the creature must be pinned or otherwise helpless for the duration of the entire ritual. When the ritual is complete and the first voidstick is inserted, the creature must make a DC 18 Fortitude save. If this save succeeds, the creature is reduced to 0 hit points and is dying, but the magic of the voidstick and the ritual are wasted and the ritual must be performed again, using another voidstick. If the save fails, the creature dies and the ritual is successful, transforming the base creature into a voidstick zombie. Undead that contain such an item benefit from the +2 bonus hit points per Hit Die for having been created in the area of an enhanced desecrate spell.","2,500 ",5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/voidstick
Apple of Eternal Sleep,"This ripe red apple looks fresh and delicious. Should anyone bite into it (even a small taste), he must make an immediate DC 19 Will saving throw or fall into an eternal slumber as though by the witch's grand hex of the same name. The victim can only be awakened by a casting of break enchantment, limited wish, wish, or miracle, or by a kiss from someone of royal blood.","2,500 ",10,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/apple-of-eternal-sleep
Bag of Holding (I),"This appears to be a common cloth sack about 2 feet by 4 feet in size. The bag of holding opens into a nondimensional space: its inside is larger than its outside dimensions. It can hold 250 lbs. in 30 cubic ft.. If a bag of holding is overloaded, or if sharp objects pierce it (from inside or outside), the bag immediately ruptures and is ruined, and all contents are lost forever. If a bag of holding is turned inside out, all of its contents spill out, unharmed, but the bag must be put right before it can be used again. If living creatures are placed within the bag, they can survive for up to 10 minutes, after which time they suffocate. Retrieving a specific item from a bag of holding is a move action, unless the bag contains more than an ordinary backpack would hold, in which case retrieving a specific item is a full-round action. Magic items placed inside the bag do not offer any benefit to the character carrying the bag. If a bag of holding is placed within a portable hole, a rift to the Astral Plane is torn in the space: bag and hole alike are sucked into the void and forever lost. If a portable hole is placed within a bag of holding, it opens a gate to the Astral Plane: the hole, the bag, and any creatures within a 10-foot radius are drawn there, destroying the portable hole and bag of holding in the process. ** Editor's Note: Bag of Holding refers to the space inside as 'non-dimensional' whereas the rules on extradimensional spaces explicitly refer to bags of holding as examples of extradimensional spaces. **","2,500 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bag-of-holding
Brass Spider,"This diminutive, shiny brass construct looks like a spider made of gears and cogs. It's roughly the size of an adult human's hand, and its legs are all picks, chisels, pliers, and other tools of fine manipulation. Its body contains reservoirs of powders and oils it can spray 2 inches out of its nozzle-spinnerets. A fine chain can be played out of a winch on the brass spider's back, connecting it to a small disk with studs and levers that control the construct's actions, enabling it to walk and crawl like a spider. It has no autonomous motivation. Once per day, a character holding the brass spider's chain can use the Disable Device skill from 15 feet away without penalty, though he must have line of sight to the device he is attempting to disable. In most cases, this means any mishap caused by the skill affects the brass spider (which has hardness 5 and 25 hit points) rather than the spider's controller. Additionally, the brass spider can be used without limit as masterwork thieves' tools, without the advantage of any additional range.","2,500 ",7,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/brass-spider
Coat of Pockets,"This black-and-gray wool coat sports over a dozen pockets on its front alone and even more line the insides. Interdimensional magic causes anything placed in one pocket to immediately appear in another randomly determined pocket. A character wearing this coat gains a +5 circumstance bonus on Sleight of Hand checks made to hide a small object on her body. However, if a character wearing a coat of pockets places anything in one of the coat's pockets, she must spend a standard action to retrieve it (rather than a move action).","2,500 ",9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/coat-of-pockets
