Name,Description,Price,CL,Strength,URL
"Paint, War Paint of the Terrible Visage","This thimble-sized clay container of thick, moist face paint has enough material to paint streaks and whorls of any color on one creature's face. Once applied, the wearer can, as a swift action, make the paint rearrange itself into a ghastly mélange of colors, making his appearance momentarily disturbing and hideous. The wearer chooses one creature who can see his painted face within 30 feet to be affected by cause fear (DC 11). Once the paint is used in this fashion, it loses all magic and becomes normal face paint. Once applied, the wearer has 24 hours to use the paint's magic; otherwise it fades away.",100 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/paint-war-paint-of-the-terrible-visage
Stubborn Nail,"This adamantine piton is 6 inches long. As a standard action, the bearer may push the nail by hand into any non-living material, including metal, stone, or wood. The bearer may push it through more than one item at a time, so long as the total thickness is not greater than the length of the nail. Once pushed into place, the nail is held firmly as if it had been hammered there (a DC 20 Strength check to remove it), although the creature who put it there can remove it as a move action. Once removed, the nail leaves no hole or other sign of its presence. The nail can support 500 pounds. If used to hold a door shut, increase the break DC of the door by +2. If pressed into a lock, the lock cannot be opened until the nail is removed. Once removed, the nail loses all its powers and transforms into a non-magical iron piton.",100 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/stubborn-nail
"Canard, Raucous","The raucous canard appears to be a small, nondescript piece of rolled-up parchment. Unrolling the parchment, however, allows you to record up to a 25-word message. Once you record a message, you may throw it into the air, causing it to animate, sprout small feathery wings, and circle overhead for 10 minutes while loudly repeating the message over and over in a bland, genderless voice. Alternatively, you may close the scroll, and the next person to open it triggers this animation. After 10 minutes, the raucous canard disappears in a small shower of sparks. Scheming nobles like to use these to spread gossip about their enemies.",100 ,1,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/canard-raucous
Elixir of Last Will,"If a character drinks this gray liquid, the next time (within 24 hours) he falls below 0 hit points, he exhales a sliver of his consciousness—whether he is alive or dead. If a character drinks multiple elixirs in a 24-hour period, only one is effective. As an immediate action, the sliver can guide the action of one ally within 30 feet of the drinker's body. This guidance gives a +2 luck bonus on that ally's next attack roll, to the ally's AC against the next attack made against her, or on the ally's next skill check. The drinker decides the type of bonus and the ally. The bonus must be used within 1 round.",150 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-of-last-will
Elixir of Love,"This sweet-tasting liquid causes the character drinking it to become enraptured with the first creature she sees after consuming the draft (as charm person—the drinker must be a humanoid of Medium or smaller size, Will DC 14 negates). The charm effect wears off in 1d3 hours.",150 ,4,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-of-love
Elixir of Repression,"A draught of this pale blue liquid imposes a dull placidity upon the imbiber, making him less quick to anger while not significantly impairing his mental functions. A drinker with homicidal or other antisocial tendencies can dull his more extreme urges with regular doses of this elixir, allowing him to blend into society without resorting to murder, assault, or other actions that might make day-to-day life difficult. Additionally, the elixir gives the imbiber a +2 insight bonus on saving throws against any mind-affecting spell or effect. As a side effect, the imbiber must succeed at a DC 13 Will save to benefit from spells and effects that grant a morale bonus. An imbiber who is afflicted with any form of madness receives a +4 insight bonus on any saving throws made to resist the effects of that madness during the elixir's duration. A dose of elixir of repression lasts for 12 hours.",150 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-of-repression
Unguent of Timelessness,"When applied to any matter that was once alive, such as wood, paper, or a dead body, this ointment allows that substance to resist the passage of time. Each year of actual time affects the substance as if only a day had passed. The coated object gains a +1 resistance bonus on all saving throws. The unguent never wears off, although it can be magically removed (by dispelling the effect, for instance). One flask contains enough material to coat eight Medium or smaller objects. A Large object counts as two Medium objects, and a Huge object counts as four Medium objects.",150 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/unguent-of-timelessness
"Feather Token, Lance",Each of these items is a small feather that has a power to suit a special need. The kinds of tokens are described below. Each token is usable once. a particular feather token has no specific features to identify it unless its magic aura is viewed—even tokens with identical powers can be wildly different in appearance. // This token turns into a white-plumed +1 lance for 1 minute. This token is often used when carrying a large weapon is illegal or impractical.,150 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/feather-token/lance-token
"Ioun Stone, Amethyst Pyramid (Cracked)",This stone grants a +2 competence bonus on Knowledge (religion) checks to identify undead and their special abilities.,150 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/amethyst-pyramid
"Ioun Stone, Gold Nodule (Cracked)",This stone grants a +1 competence bonus on Linguistics checks.,150 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/gold-nodule
"Gloves, Assisting","The wearer of these simple gloves can speak a command word create a glowing disembodied hand. As a swift action, the wearer can have the hand assist him with a task as if using the aid another action. The hand uses the wearer’s base attack bonus or skill ranks when making the check to see if aid another is successful (it does not gain the benefit of the wearer’s ability scores or other bonuses). The hand remains until it has attempted one action or until 1 minute passes, whichever comes first, at which time the gloves become non-magical.",180 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/gloves-assisting
Goblet of Quenching,"At your command, this simple clay goblet fills itself with cool, fresh drinking water. The goblet can create up to 2 gallons of water per day. The water evaporates normally if left exposed, and is completely normal water; you can store it, use it to create holy water, and so on.",180 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/goblet-of-quenching
Bandages of Rapid Recovery,"These linen bandages have the same color and softness as the feathers of a dove, but their antiseptic smell suggests a less natural origin. Any creature wrapped in these bandages recovers from wounds and ability damage each day as if receiving complete bed rest regardless of activity. A creature actually receiving long-term care (from the Heal skill) or complete bed rest while wearing the bandages gains a +4 bonus to its effective level or Hit Dice when determining how many hit points it recovers each day. The bandages are destroyed once removed or when the wearer recovers all hit points and ability damage, whichever comes first.",200 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bandages-of-rapid-recovery
"Cape, Catching","This silvery cape furls and ripples like a flag with every step its owner takes. As a swift action, the wearer can order the cape to transform into a faint sphere of force that surrounds him on all sides. The field grants the wearer concealment (20% miss chance) against ranged attacks and lasts for 1 minute or until the wearer is missed by a ranged attack due to the power of the cloak, whichever comes first. When the field is used, all magic is lost from the cloak, leaving only a mundane silvery garment.",200 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cape-catching
Formula Alembic,"This magically-augmented alchemical device distills a potion or alchemist extract into the knowledge needed to create its formula. By gently heating a potion or extract in the alembic for 1 hour, the device creates a few drops of magical liquid. If consumed by an alchemist, this liquid gives him knowledge of the potion's or extract's formula, as if it were an extract he recorded in his formula book. This knowledge lasts for 24 hours. He may scribe this formula in his formula book in the normal fashion. Using the alembic does not harm the potion, but the process makes it nearly boiling hot (it cools normally). The alembic can only distill the knowledge of formulas on the alchemist extract list (for example, it cannot turn a potion of a cleric-only spell into something an alchemist can learn).",200 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/formula-alembic
Hybridization Funnel,"This two-spouted funnel is used to safely mix two alchemical splash weapons into a single flask. Using the vial requires 10 minutes and a DC 25 Craft (alchemy) check; a half-elf has a +5 bonus on this check. Failing the check means both splash weapon are destroyed. Success means the two materials are safely mixed into one vial that is the same volume as a normal splash weapon vial; when thrown as a splash weapon, the mixture has the effects of both component substances and creatures are affected as if hit by both. The mixture becomes inert after 24 hours. Only liquids may be mixed with the funnel. The bearer can use it to mix an alchemical splash weapon with either holy water or unholy water, but the Craft (alchemy) DC increases to 30; half-elves still get the +5 bonus on this check. The funnel does not work on potions, elixirs, extracts, or other materials. Mixing a substance with a similar or identical substance (such as alchemist's fire with alchemist's fire) has no effect. A mixture cannot be combined with another mixture.",200 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/hybridization-funnel
Sleeves of Many Garments,"These translucent cloth tubes easily fit over their wearer’s arms. The wearer of these sleeves can, when she slips them on, choose to transform the appearance of her current garments into any other non-magical set of clothing. These new clothes fit her perfectly and are always clean and mended unless she specifically designates otherwise. When she removes the sleeves, her clothes revert to their original form.",200 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/sleeves-of-many-garments
Soul Soap,"This small bar of coarse gray soap has tiny pieces of ash, coal, or hard earth embedded in it, making the use of the soap uncomfortable and leaving anyone washed with it as dirty as before. Washing a creature with the soap requires water and takes 1 minute, after which the creature can attempt a new Will saving throw against any hostile ongoing mind-affecting effect currently affecting it. Unwilling creatures must be pinned or otherwise made helpless before they can be washed. The soap is sufficient to wash one creature.",200 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/soul-soap
Trollbane Blanch,"Originally developed by huldras for hunting trolls, this green-gray paste is stored in a tree bark jar in order to mask its pungent odor, for trolls recognize its scent immediately and often flee from it, or attack the bearer in preference to all other targets. When applied to a weapon as a full-round action, a dose of trollbane blanch causes the weapon to deal 1 additional point of fire damage or acid damage (the type of damage is chosen when the blanch is created) on its next successful attack. Once applied, trollbane blanch lasts for 1 minute or until the wielder makes a successful attack.",200 ,1,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/trollbane-blanch
"Ioun Stone, Mossy Disk (Cracked)",This stone grants a +1 competence bonus on one Knowledge skill.,200 ,12,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/mossy-disk
"Ioun Stone, Pale Ruby Trillian (Cracked)",This stone grants a +1 competence bonus on Stealth checks.,200 ,12,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/pale-ruby-trillian-ioun-stone
"Ioun Stone, Turquoise Sphere (Cracked)",This stone grants a +1 competence bonus on Ride checks.,200 ,12,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/turquoise-sphere-ioun-stone
"Feather Token, Fan","Each of these items is a small feather that has a power to suit a special need. The kinds of tokens are described below. Each token is usable once. a particular feather token has no specific features to identify it unless its magic aura is viewed—even tokens with identical powers can be wildly different in appearance. // A token that forms a huge flapping fan, causing a breeze of sufficient strength to propel one ship (about 25 mph). This wind is not cumulative with existing wind speed. The token can, however, be used to lessen existing winds, creating an area of relative calm or lighter winds (but wave size in a storm is not affected). The fan can be used for up to 8 hours. It does not function on land.",200 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/feather-token/fan-token
"Feather Token, Sky Hook","Each of these items is a small feather that has a power to suit a special need. The kinds of tokens are described below. Each token is usable once. a particular feather token has no specific features to identify it unless its magic aura is viewed—even tokens with identical powers can be wildly different in appearance. // This token transforms into a huge disembodied eagle’s talon (hardness 5, hp 25) anchored wherever you activate it. The talon can support up to 1,000 pounds and persists for 1 day. The talon can be moved up to 10 feet with a DC 20 Strength check.",200 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/feather-token/sky-hook-token
"Ioun Stone, Deep Red Sphere (Cracked)",This stone grants a +1 competence bonus on one Dexterity-based skill.,200 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/deep-red-sphere-ioun-stone
"Ioun Stone, Incandescent Blue Sphere (Cracked)",This stone grants a +1 competence bonus on one Wisdom-based skill.,200 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/incandescent-blue-sphere-ioun-stone
"Ioun Stone, Pale Blue Rhomboid (Cracked)",This stone grants a +1 competence bonus on one Strength-based skill.,200 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/pale-blue-rhomboid-ioun-stone
"Ioun Stone, Pink and Green Sphere (Cracked)",This stone grants a +1 bonus on one Charisma-based skill.,200 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/pink-and-green-sphere-ioun-stone
"Ioun Stone, Scarlet and Blue Sphere (Cracked)",This stone grants a +1 competence bonus on one Intelligence-based skill.,200 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/scarlet-and-blue-sphere-ioun-stone
Corpse Puppet,"This crudely carved wax doll is roughly humanoid in shape. If the bearer of a corpse puppet dies while in an alternate form (such as that of a shapechanger using her change shape ability, a caster using a polymorph spell, or one obtained through some other effect), the creature automatically retains the shape it had upon dying instead of reverting to its natural form. Creatures with reason to suspect deception can attempt a DC 12 Will save; if successful, they realize the unnatural state of the corpse. A corpse puppet melts into nothingness when activated.",250 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/corpse-puppet
Dust of Tracelessness,"This normal-seeming dust is actually a magic powder that can conceal the passage of its possessor and his companions. Tossing a handful of this dust into the air causes a chamber of up to 100 square feet of floor space to become as dusty, dirty, and cobweb-laden as if it had been Abandoned and disused for a decade. A handful of dust sprinkled along a trail causes evidence of the passage of as many as a dozen men and horses to be obliterated for 250 feet back into the distance. The results of the dust are instantaneous, and no magical Aura lingers afterward from this use of the dust. Survival checks made to track a quarry across an area affected by this dust have a DC 20 higher than normal.",250 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/dust-of-tracelessness
Elixir of Hiding,A character drinking this liquid gains an intuitive ability to sneak and hide (+10 competence bonus on Stealth checks for 1 hour).,250 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-of-hiding
Elixir of Swimming,"This elixir bestows swimming ability. An almost imperceptible magic sheath surrounds the drinker, allowing him to glide through the water easily (+10 competence bonus on Swim checks for 1 hour).",250 ,2,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-of-swimming
Elixir of the Thundering Voice,"This light gray elixir makes the user's voice fiercer and louder, and gives it an inhuman quality that rattles those he talks to, granting the user a +10 competence bonus on Intimidate checks for 1 hour.",250 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-of-the-thundering-voice
Elixir of Tumbling,"This draught of liquid grants the drinker the ability to tumble about, avoiding attacks and moving carefully across nearly any surface, granting a +10 competence bonus on Acrobatics checks for 1 hour.",250 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-of-tumbling
Elixir of Vision,Drinking this elixir grants the imbiber the ability to notice acute details with great accuracy (+10 competence bonus on Perception checks for 1 hour).,250 ,2,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/elixir-of-vision
Nightdrops,"This narrow vial holds 5 doses of viscous liquid. When dripped onto a willing creature's eyes, it gives the creature low-light vision for 1 hour. The affected creature takes a -2 penalty on saves against light-based spells and effects and gains the light sensitivity weakness. A dose affects one creature, regardless of how many eyes it has.",250 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/nightdrops
Nightmare Tears,"Nightmare tears are a toxic alchemical solution that, when applied to the eyes, allows the individual to see past certain supernatural effects, as the spell true seeing. These include reality-warping effects and spells or supernatural powers that create phantasms such as weird, nightmare, and phantasmal killer. The effect of the tears lasts for 1 hour. Nightmare tears have horrific side effects—users suffer both temporary blindness and insanity. Immediately after applying the tears, the user goes blind for 1d4 rounds and loses 1d4 points of Wisdom until the tears wear off. However, if the user fails a DC 11 Will save, both effects become permanent.",250 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/nightmare-tears
Oil of Silence,"When applied to a one-handed or two-handed firearm, this strange grayish oil renders that firearm silent for 1 hour. Five vials of oil of silence can be used in conjunction to silence a Large firearm siege engine, and 10 can be used to silence a Huge firearm siege engine. The oil does not work on firearm siege engines that are larger than Huge.",250 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/oil-of-silence
Silversheen,"This shimmering paste-like substance can be applied to a weapon as a standard action. It gives the weapon the properties of alchemical silver for 1 hour, replacing the properties of any other special material it might have. One vial coats a single melee weapon or 20 units of ammunition.",250 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/silversheen
"Torch, Palelight","This torch is made from a dull, gray wood that bears intricate carvings. It burns like a normal torch, but only gives off dim light in a 40-foot radius. In areas of normal light, the torch reduces the light level to dim. The torch has no effect in areas of bright light.",250 ,2,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/torch-palelight
Traveler's Any-Tool,"This implement at first seems to be nothing but a 12-inch iron bar lined with small plates and spikes. It can be folded, twisted, hinged, and bent, to form almost any known tool. Hammers, shovels, even a block and tackle (without rope) are possible. It can duplicate any tool the wielder can clearly visualize that contains only limited moving parts, such as a pair of scissors, but not a handloom. It cannot be used to replace missing or broken parts of machines or vehicles unless a mundane tool would have done the job just as well. The any-tool counts as a set of masterwork artisan's tools for most Craft or Profession skills (although very specialist crafts such as alchemy still require their own unique toolset). It is an ineffective weapon, always counting as an improvised weapon and never granting any masterwork bonus on attack rolls.",250 ,9,Moderate,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/traveler-s-any-tool
Bottle of Messages,"This green glass bottle has a tiny winding key on its elongated stem that, if turned, causes a shadowy cork to slowly become substantial over a 1-round period. Anything the owner of the bottle speaks into the bottle during this time (up to 25 words) gets trapped inside it once the cork fully manifests. As soon as the cork is removed or the bottle is smashed, this message is released exactly as if the owner had spoken the words at that moment. Once the bottle releases its message, it shatters.",300 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bottle-of-messages
"Cinder, Jumping","This piece of sooty coal has a tiny bit of flint embedded in it. The bearer of a jumping cinder can, as a standard action, order it to burst into flames and bounce around in random directions. Each round, the jumping cinder leaps into a randomly selected adjacent square. If a creature is in the square into which the jumping cinder lands, that creature takes 1d6 points of fire damage if it fails a DC 12 Reflex save. After 1 minute, the jumping cinder burns out, leaving behind a puff of smoke and a tiny smear of ash. Some goblin tribes use jumping cinders to randomly select volunteers for undesirable duties from a large crowd of goblins—anyone who takes fire damage from the jumping cinder but is not killed by the fire has to do the undesirable task.",300 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/cinder-jumping
"Dust, Escape","When a handful of this coarse, crystalline powder is thrown at a single creature, it circles around that creature and disrupts its ability to attack and see. Using this dust requires a ranged touch attack by its user (with a range increment of 5 feet), but doing so does not provoke attacks of opportunity. On a hit, the target is dazzled and cannot make attacks of opportunity or immediate actions for 1 round.",300 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/c-d/escape-dust
Origami Swarm,"This stiff folded paper vaguely resembles a hand-sized pest such as a beetle, spider, or cockroach. Completing two key folds in the paper causes it to multiply into hundreds of similar-sized duplicates of itself. These duplicates fill a 10-foot space and act as a rat swarm, except they have fire vulnerability, the construct type, and do not have the disease special ability. The paper beetles do not attack their creator, but are otherwise uncontrolled and attack anything nearby. After 5 rounds, the beetles crumple and fall inert. Once activated, an origami swarm loses all magic.",300 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/m-p/origami-swarm
Trapped Beverage,"This brightly labeled bottle or waterskin could appear to contain any number of different beverages, from absinthe to wine. However, it's actually a magical trap, and when the bottle is opened, a spider swarm pours out. The swarm stays in the area for 3 rounds, then disappears. Detecting that the bottle is trapped requires a successful DC 25 Perception check made by a character with the trapfinding ability, and disabling it requires a successful DC 25 Disable Device check. After being triggered, the trapped beverage remains a mundane bottle or wineskin.",300 ,3,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/r-z/trapped-beverage
"Feather Token, Bird",Each of these items is a small feather that has a power to suit a special need. The kinds of tokens are described below. Each token is usable once. a particular feather token has no specific features to identify it unless its magic aura is viewed—even tokens with identical powers can be wildly different in appearance. // A token that creates a small bird that can be used to deliver a small written message unerringly to a designated target. The token lasts as long as it takes to carry the message.,300 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/e-g/feather-token/bird-token
"Ioun Stone, Dark Blue Rhomboid (Flawed)",This stone grants a +2 competence bonus on Perception checks and a –1 penalty to initiative checks.,300 ,12,Strong,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-stones/dark-blue-rhomboid-ioun-stone
"Lamp, Salt","A salt lamp appears as nothing more than a fist-sized chunk of pink, white, or green quartz-like rock. In reality, the “rock” is compressed salt mined from areas infused with strange magical radiations.  When you speak the command word, the salt lamp lights up with a glow equivalent to a torch. The salt lamp becomes warm, though never uncomfortably hot, to the touch. The salt lamp glows for 1d4+1 hours before its light fades out and it becomes ordinary salt. At any time while the salt lamp glows, you can hurl it at the floor, causing it to explode into a cloud of glimmering salt crystals that form a 10-foot radius cloud. The cloud continues to shed light as a torch, as well as visibly outlining invisible objects within the cloud. Shining salt particles cover anyone within the area and adhere and glow for the remainder of the lamp’s duration. The salt particles cannot be removed by normal means, but they can be dispelled. Any creature within the cloud, or covered with the salt particles, takes a –40 penalty on Stealth checks.",350 ,5,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/lamp-salt
Alluring Golden Apple,"This enchanted apple appears to be made of solid gold. When dropped or thrown, it draws the attention of the nearest hostile creature within 20 feet. The creature must make a DC 13 Will save or be paralyzed as if by hold person as it focuses its undivided attention on the golden apple. If the creature makes its save on a later round, it realizes it has been affected by magic and the apple is not actually gold. While focusing on the apple, the target takes a —2 penalty on Perception checks. The apple is consumed upon being dropped or thrown.",400 ,4,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/alluring-golden-apple
"Bell, Gremlin","From rural villages to bustling cities, many blame even the slightest misfortunes on the depredations of gremlins. Regardless of whether such creatures are truly to blame for a community’s problems, many shrines and hedge wizards sell tiny charms to their neighbors, talismans meant to ward off lesser evils: gremlin bells. Crafted from bronze, brass, or countless other semiprecious metals, these miniature bells — no more than an inch tall — hang from delicate chains or short silken cords and ring with a tinny tinkling. Typically affixed over doorframes or to precious objects, when rung frequently these ornaments supposedly ward off gremlins and protect those nearby from ill fortune. And unlike most such folk magic, expertly made gremlin bells actually work. Gremlin bells have two uses. First, they irritate gremlins. Any gremlin that comes within 20 feet of a gremlin bell cannot make use of any of its supernatural abilities and becomes uncomfortable, typically seeking to leave the area (though it is not compelled to do so). Secondly, once per day a gremlin bell can be purposefully rung. All gremlins within 20 feet who can hear the chime must make a DC 16 Will save or be sickened for the next 5 minutes.",400 ,2,Faint,http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/a-b/bell-gremlin
